time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-07-10T04:34:19.400Z,38.5106,-118.3471,7,2.7,ml,15,79.55,0.076,0.1509,nn,nn00693686,2019-08-20T22:47:31.040Z,"24km E of Hawthorne, Nevada",earthquake,,1.6,0.13,4,reviewed,nn,nn
2019-07-10T04:14:11.790Z,35.9456673,-117.682663,3.41,3.03,ml,47,30,0.02629,0.16,ci,ci38512103,2019-08-13T23:19:50.040Z,"20km E of Little Lake, CA",earthquake,0.17,0.46,0.224,20,reviewed,ci,ci
2019-07-10T03:42:54.950Z,35.6421661,-117.4528351,10.95,3.56,ml,64,48,0.03299,0.17,ci,ci38511719,2019-08-20T21:24:50.040Z,"15km SSW of Searles Valley, CA",earthquake,0.2,0.35,0.241,16,reviewed,ci,ci
2019-07-10T02:33:43.690Z,35.6953333,-117.5268333,9.59,2.67,ml,29,46,0.08083,0.27,ci,ci38510943,2019-07-10T03:49:00.560Z,"14km SW of Searles Valley, CA",earthquake,0.39,0.82,0.162,26,automatic,ci,ci
2019-07-10T01:58:59.140Z,35.3466667,-117.9381667,0.9,2.9,ml,47,53,0.1094,0.2,ci,ci38510495,2019-07-10T05:22:43.250Z,"25km N of California City, CA",earthquake,0.28,0.95,0.127,25,automatic,ci,ci
2019-07-10T01:47:18.750Z,35.9068333,-117.687,2.57,2.88,ml,31,35,0.05062,0.13,ci,ci38510375,2019-07-10T01:58:14.840Z,"20km E of Little Lake, CA",earthquake,0.14,0.25,0.163,25,automatic,ci,ci
2019-07-10T01:44:54.900Z,35.9071667,-117.6865,2.55,2.56,ml,21,43,0.05012,0.13,ci,ci38510335,2019-07-10T05:14:36.494Z,"20km E of Little Lake, CA",earthquake,0.17,0.3,0.08,26,automatic,ci,ci
2019-07-10T01:43:02.630Z,35.9018333,-117.6901667,2.48,3.96,mw,50,25,0.05618,0.16,ci,ci38510319,2019-08-07T23:22:04.040Z,"20km E of Little Lake, CA",earthquake,0.12,0.22,,6,reviewed,ci,ci
2019-07-10T01:16:42.210Z,35.633,-117.4508333,1.47,2.53,ml,37,67,0.03894,0.15,ci,ci38510015,2019-07-10T01:27:26.530Z,"16km SSW of Searles Valley, CA",earthquake,0.21,0.37,0.119,25,automatic,ci,ci
2019-07-10T00:58:38.300Z,36.0595,-117.847,1.98,2.89,ml,30,53,0.05831,0.13,ci,ci38509775,2019-07-10T05:17:58.828Z,"9km E of Coso Junction, CA",earthquake,0.19,0.28,0.201,25,automatic,ci,ci
2019-07-10T00:53:25.760Z,36.0535,-117.8556667,1.77,2.71,ml,28,53,0.05365,0.16,ci,ci38509695,2019-07-10T01:04:35.630Z,"8km E of Coso Junction, CA",earthquake,0.21,0.3,0.189,25,automatic,ci,ci
2019-07-10T00:48:17.570Z,36.0578333,-117.847,1.74,4.07,mw,44,52,0.05996,0.15,ci,ci38509663,2019-08-20T20:38:00.040Z,"9km E of Coso Junction, CA",earthquake,0.14,0.21,,6,reviewed,ci,ci
2019-07-10T00:37:51.460Z,35.6821667,-117.5238333,8.47,2.52,ml,36,40,0.07042,0.16,ci,ci38509543,2019-07-10T00:41:37.775Z,"14km SW of Searles Valley, CA",earthquake,0.22,0.53,0.162,26,automatic,ci,ci
2019-07-10T00:24:18.250Z,36.0636667,-117.8521667,-0.21,2.5,ml,30,93,0.05385,0.26,ci,ci38509391,2019-07-10T00:28:04.637Z,"9km ENE of Coso Junction, CA",earthquake,0.33,0.56,0.192,25,automatic,ci,ci
2019-07-10T00:21:22.480Z,35.8775,-117.6763333,2.73,2.66,ml,33,43,0.07334,0.21,ci,ci38509359,2019-07-10T00:32:39.550Z,"22km ESE of Little Lake, CA",earthquake,0.22,0.38,0.125,25,automatic,ci,ci
2019-07-09T23:52:13.350Z,35.7208333,-117.5735,8.72,2.71,ml,37,48,0.0967,0.16,ci,ci38509071,2019-07-10T00:02:59.740Z,"14km NE of Ridgecrest, CA",earthquake,0.21,0.63,0.17,25,automatic,ci,ci
2019-07-09T23:47:30.220Z,35.7658348,-117.5851669,3.15,2.52,ml,50,55,0.0508,0.17,ci,ci38508999,2019-07-09T23:58:42.150Z,"16km W of Searles Valley, CA",earthquake,0.18,0.45,0.236,24,automatic,ci,ci
2019-07-09T23:44:07.240Z,36.0553333,-117.8446667,1.18,2.6,ml,27,92,0.06025,0.17,ci,ci38508975,2019-07-09T23:54:37.530Z,"9km E of Coso Junction, CA",earthquake,0.23,0.34,0.211,25,automatic,ci,ci
2019-07-09T23:24:38.050Z,32.9633333,-115.5478333,9.41,2.63,ml,35,39,0.06264,0.27,ci,ci38508767,2019-07-15T11:30:27.132Z,"2km SW of Brawley, CA",earthquake,0.4,1.04,0.24,26,automatic,ci,ci
2019-07-09T23:22:16.710Z,35.9106667,-117.7155,2.02,2.7,ml,32,36,0.0646,0.15,ci,ci38508743,2019-07-09T23:33:06.520Z,"18km E of Little Lake, CA",earthquake,0.16,0.28,0.159,26,automatic,ci,ci
2019-07-09T23:16:01.960Z,35.889,-117.7245,3.16,2.73,ml,29,37,0.08411,0.13,ci,ci38508655,2019-07-09T23:26:53.740Z,"17km ESE of Little Lake, CA",earthquake,0.17,0.66,0.146,25,automatic,ci,ci
2019-07-09T23:16:01.140Z,35.9191667,-117.7056667,-0.12,2.7,ml,7,308,0.9646,0.27,ci,ci38508663,2019-07-10T19:10:32.623Z,"18km E of Little Lake, CA",earthquake,3.48,5.26,0.05,5,reviewed,ci,ci
2019-07-09T23:12:06.170Z,35.889,-117.7171667,4.94,2.54,ml,32,64,0.07996,0.17,ci,ci38508599,2019-07-09T23:22:45.430Z,"18km ESE of Little Lake, CA",earthquake,0.2,0.48,0.183,25,automatic,ci,ci
2019-07-09T23:04:57.670Z,35.8888333,-117.6551667,2.7,2.84,ml,28,36,0.05907,0.19,ci,ci38508519,2019-07-09T23:15:34.670Z,"23km ESE of Little Lake, CA",earthquake,0.21,0.39,0.211,25,automatic,ci,ci
2019-07-09T22:54:02.910Z,35.8636667,-117.7038333,4.44,2.67,ml,34,50,0.07406,0.16,ci,ci38508415,2019-07-09T23:05:14.520Z,"20km ESE of Little Lake, CA",earthquake,0.19,0.5,0.141,26,automatic,ci,ci
2019-07-09T22:44:59.640Z,35.9238333,-117.7316667,1.91,2.52,ml,30,42,0.0702,0.19,ci,ci38508303,2019-07-09T22:55:55.020Z,"16km E of Little Lake, CA",earthquake,0.21,0.34,0.172,25,automatic,ci,ci
2019-07-09T21:52:49.350Z,35.8863335,-117.7014999,4.97,3.33,ml,52,27,0.07414,0.19,ci,ci38507623,2019-07-24T02:35:07.040Z,"19km ESE of Little Lake, CA",earthquake,0.18,0.45,0.185,16,reviewed,ci,ci
2019-07-09T21:47:46.110Z,36.2121667,-117.8656667,1.72,2.78,ml,25,66,0.0948,0.26,ci,ci38507583,2019-07-09T21:53:41.894Z,"15km ESE of Olancha, CA",earthquake,0.44,0.81,0.139,24,automatic,ci,ci
2019-07-09T21:35:39.250Z,35.8938333,-117.7271667,7.66,3.25,ml,15,71,0.08244,0.16,ci,ci38507423,2019-07-09T23:02:03.583Z,"17km ESE of Little Lake, CA",earthquake,0.3,0.96,0.305,4,reviewed,ci,ci
2019-07-09T21:35:07.660Z,35.8116667,-117.6278333,1.63,2.88,ml,31,43,0.02498,0.24,ci,ci38507415,2019-07-09T21:45:51.850Z,"21km WNW of Searles Valley, CA",earthquake,0.32,0.53,0.143,26,automatic,ci,ci
2019-07-09T20:59:19.320Z,35.6658325,-117.5471649,2.89,2.61,ml,47,66,0.04721,0.23,ci,ci38507055,2019-07-10T06:47:12.589Z,"13km ENE of Ridgecrest, CA",earthquake,0.23,0.48,0.282,23,automatic,ci,ci
2019-07-09T20:04:08.200Z,35.9636667,-117.6776667,1.99,2.69,ml,20,56,0.02716,0.12,ci,ci38506479,2019-07-09T21:35:10.427Z,"21km E of Little Lake, CA",earthquake,0.2,0.21,0.171,74,reviewed,ci,ci
2019-07-09T19:56:50.420Z,35.6771667,-117.5668333,0.27,2.59,ml,27,58,0.05504,0.31,ci,ci38506391,2019-07-09T20:00:53.844Z,"12km ENE of Ridgecrest, CA",earthquake,0.41,31.61,0.145,25,automatic,ci,ci
2019-07-09T19:51:22.740Z,36.0865,-117.8463333,1.28,2.57,ml,27,53,0.03178,0.17,ci,ci38506351,2019-07-09T20:00:47.670Z,"10km ENE of Coso Junction, CA",earthquake,0.23,0.32,0.155,26,automatic,ci,ci
2019-07-09T19:49:50.570Z,35.9016685,-117.7181702,2.3,3.12,ml,50,25,0.0718,0.17,ci,ci38506343,2019-08-13T21:20:32.040Z,"17km ESE of Little Lake, CA",earthquake,0.19,0.35,0.286,22,reviewed,ci,ci
2019-07-09T19:44:26.860Z,35.6818333,-117.4966667,4.83,2.52,ml,29,63,0.06172,0.17,ci,ci38506303,2019-07-09T19:55:03.750Z,"13km SW of Searles Valley, CA",earthquake,0.28,1.08,0.106,25,automatic,ci,ci
2019-07-09T18:41:16.060Z,35.9211655,-117.6884995,6.15,3,ml,51,23,0.07193,0.17,ci,ci38505687,2019-07-11T14:40:41.040Z,"20km E of Little Lake, CA",earthquake,0.18,0.57,0.298,21,reviewed,ci,ci
2019-07-09T18:37:37.410Z,35.7278328,-117.5481644,9.11,3.47,ml,65,41,0.1069,0.17,ci,ci38505679,2019-08-10T21:22:37.040Z,"14km WSW of Searles Valley, CA",earthquake,0.15,0.44,0.254,15,reviewed,ci,ci
2019-07-09T17:44:07.050Z,35.656,-117.4853333,1.27,2.56,ml,32,64,0.05102,0.14,ci,ci38505087,2019-07-09T17:55:01.930Z,"14km SSW of Searles Valley, CA",earthquake,0.23,0.49,0.159,25,automatic,ci,ci
2019-07-09T17:11:28.690Z,35.7008324,-117.492836,8.64,3.55,mw,69,47,0.06663,0.23,ci,ci38504647,2019-08-08T14:38:54.445Z,"11km SW of Searles Valley, CA",earthquake,0.19,0.6,,4,reviewed,ci,ci
2019-07-09T16:47:03.150Z,35.8921661,-117.7093353,7.02,3.46,mlr,52,26,0.09485,0.21,ci,ci38504415,2019-08-20T16:14:09.040Z,"18km ESE of Little Lake, CA",earthquake,0.21,0.74,0.235,15,reviewed,ci,ci
2019-07-09T15:40:45.400Z,35.572834,-117.3615036,1.82,3.49,mw,64,51,0.04784,0.17,ci,ci38503631,2019-08-20T16:12:02.040Z,"21km S of Trona, CA",earthquake,0.18,0.44,,4,reviewed,ci,ci
2019-07-09T15:23:21.020Z,35.9533333,-117.6905,3.25,2.67,ml,27,45,0.033,0.15,ci,ci38503423,2019-07-09T15:34:06.460Z,"20km E of Little Lake, CA",earthquake,0.2,0.51,0.189,26,automatic,ci,ci
2019-07-09T15:10:59.020Z,35.9241667,-117.7358333,8.68,2.9,ml,21,45,0.07104,0.12,ci,ci38503311,2019-07-23T20:21:46.040Z,"15km E of Little Lake, CA",earthquake,0.16,0.45,0.177,84,reviewed,ci,ci
2019-07-09T15:09:27.080Z,35.6588333,-117.5401667,9.01,2.8,ml,30,60,0.09615,0.12,ci,ci38503303,2019-07-09T15:20:30.050Z,"13km ENE of Ridgecrest, CA",earthquake,0.19,0.56,0.221,25,automatic,ci,ci
2019-07-09T14:52:21.539Z,35.8435,-98.07516667,6.78,2.59,ml,96,24,0,0.18,ok,ok2019niln,2019-08-20T15:54:52.040Z,"12km WSW of Kingfisher, Oklahoma",earthquake,,0.6,0.22,43,reviewed,ok,ok
2019-07-09T14:44:09.019Z,35.83766667,-98.07916667,6.29,3.11,ml,100,35,0,0.14,ok,ok2019nilg,2019-07-14T09:00:28.319Z,"12km W of Kingfisher, Oklahoma",earthquake,,0.5,0.21,54,reviewed,ok,ok
2019-07-09T14:20:57.200Z,35.9508333,-117.7025,3.52,2.57,ml,27,78,0.04239,0.14,ci,ci38502751,2019-07-09T14:32:13.210Z,"18km E of Little Lake, CA",earthquake,0.19,0.51,0.196,25,automatic,ci,ci
2019-07-09T14:19:32.210Z,35.842,-98.07416667,6.5,2.61,ml,96,24,0.1322740433,0.18,ok,ok2019nikl,2019-07-09T15:05:28.040Z,"13km WSW of Kingfisher, Oklahoma",earthquake,,0.7,0.23,36,reviewed,ok,ok
2019-07-09T14:18:33.350Z,35.6936667,-117.5288333,6.92,2.77,ml,27,60,0.1199,0.16,ci,ci38502727,2019-07-09T14:22:25.539Z,"14km SW of Searles Valley, CA",earthquake,0.26,0.84,0.189,25,automatic,ci,ci
2019-07-09T13:28:47.730Z,35.5453339,-117.3856659,-0.04,3.22,ml,61,26,0.02666,0.23,ci,ci38502215,2019-07-09T14:43:45.040Z,"24km S of Trona, CA",earthquake,0.21,0.42,0.216,24,reviewed,ci,ci
2019-07-09T12:58:21.670Z,35.6741676,-117.4844971,2.11,3.47,mw,58,64,0.08634,0.14,ci,ci38501895,2019-08-26T08:57:04.040Z,"13km SW of Searles Valley, CA",earthquake,0.18,0.41,,4,reviewed,ci,ci
2019-07-09T12:17:36.970Z,35.8661667,-117.699,4.26,2.6,ml,28,49,0.07855,0.2,ci,ci38501455,2019-07-09T12:21:36.751Z,"20km ESE of Little Lake, CA",earthquake,0.27,0.68,0.122,26,automatic,ci,ci
2019-07-09T11:56:42.040Z,35.8201675,-117.6473312,2.95,2.73,ml,50,30,0.04073,0.17,ci,ci38501199,2019-07-09T12:07:21.230Z,"22km N of Ridgecrest, CA",earthquake,0.17,0.43,0.233,23,automatic,ci,ci
2019-07-09T11:39:24.420Z,35.9801667,-117.3856667,2.68,2.56,ml,15,120,0.1142,0.19,ci,ci38501031,2019-07-09T21:39:29.492Z,"24km N of Searles Valley, CA",earthquake,0.49,1.7,0.172,55,reviewed,ci,ci
2019-07-09T11:30:13.140Z,40.2913333,-124.3408333,8.68,2.79,md,20,152,0.003187,0.1,nc,nc73216121,2019-07-11T17:18:03.238Z,"6km SW of Petrolia, CA",earthquake,0.65,0.31,0.164,46,reviewed,nc,nc
2019-07-09T10:50:46.860Z,35.75,-117.5691667,7.93,2.65,ml,30,56,0.06953,0.26,ci,ci38500511,2019-07-09T11:01:38.800Z,"15km W of Searles Valley, CA",earthquake,0.42,1.15,0.128,25,automatic,ci,ci
2019-07-09T10:50:42.070Z,37.484,-118.7473333,10.52,2.99,ml,36,103,0.08553,0.04,nc,nc73216081,2019-08-15T12:56:38.040Z,"10km SW of Toms Place, CA",earthquake,0.26,0.68,0.151,21,reviewed,nc,nc
2019-07-09T10:41:31.890Z,35.6836662,-117.5411682,4.58,3,ml,58,38,0.06557,0.14,ci,ci38500391,2019-08-14T14:34:55.040Z,"14km ENE of Ridgecrest, CA",earthquake,0.17,0.47,0.287,20,reviewed,ci,ci
2019-07-09T10:21:52.290Z,35.9560013,-117.6778336,0.76,3.54,mw,54,28,0.0237,0.18,ci,ci38500135,2019-08-21T19:17:55.040Z,"21km E of Little Lake, CA",earthquake,0.19,0.32,,4,reviewed,ci,ci
2019-07-09T10:20:41.300Z,35.7198333,-117.4986667,0.64,2.71,ml,29,62,0.125,0.19,ci,ci38500127,2019-07-09T10:31:35.740Z,"10km WSW of Searles Valley, CA",earthquake,0.3,0.87,0.159,25,automatic,ci,ci
2019-07-09T09:31:02.070Z,35.6668333,-117.502,3.53,2.63,ml,33,63,0.08647,0.15,ci,ci38499415,2019-07-09T10:04:41.850Z,"14km SW of Searles Valley, CA",earthquake,0.25,0.86,0.156,25,automatic,ci,ci
2019-07-09T09:23:16.180Z,35.6841667,-117.556,8.57,2.57,ml,29,66,0.1238,0.15,ci,ci38499319,2019-07-09T09:33:35.120Z,"13km ENE of Ridgecrest, CA",earthquake,0.25,0.92,0.11,25,automatic,ci,ci
2019-07-09T09:22:32.010Z,35.8778343,-117.6873322,2.66,3.16,ml,57,28,0.07608,0.18,ci,ci38499303,2019-08-14T14:18:56.040Z,"21km ESE of Little Lake, CA",earthquake,0.16,0.35,0.243,19,reviewed,ci,ci
2019-07-09T09:11:15.480Z,35.6624985,-117.545166,7.98,3.11,ml,67,59,0.04483,0.15,ci,ci38499159,2019-08-14T14:11:15.040Z,"13km ENE of Ridgecrest, CA",earthquake,0.17,0.53,0.225,16,reviewed,ci,ci
2019-07-09T08:49:58.600Z,35.6716667,-117.5316667,7.41,2.86,ml,31,68,0.1021,0.19,ci,ci38498903,2019-07-09T09:04:49.618Z,"14km ENE of Ridgecrest, CA",earthquake,0.29,1.26,0.11,25,automatic,ci,ci
2019-07-09T08:23:46.920Z,36.026165,-117.8698349,1.46,3.15,ml,54,54,0.02482,0.17,ci,ci38498647,2019-08-25T07:29:35.040Z,"7km ESE of Coso Junction, CA",earthquake,0.21,0.3,0.283,23,reviewed,ci,ci
2019-07-09T08:18:08.340Z,35.8470001,-117.670166,3.19,2.96,ml,20,79,0.06677,0.13,ci,ci38498623,2019-08-06T06:57:55.040Z,"24km ESE of Little Lake, CA",earthquake,0.36,1.01,0.135,4,reviewed,ci,ci
2019-07-09T08:17:31.640Z,35.7806664,-117.6135025,7.73,3.58,mw,40,53,0.03734,0.2,ci,ci38498615,2019-08-06T06:47:22.040Z,"19km NNE of Ridgecrest, CA",earthquake,0.24,0.71,,4,reviewed,ci,ci
2019-07-09T07:54:44.420Z,35.8961667,-117.6843333,4.29,2.52,ml,25,48,0.05852,0.12,ci,ci38498383,2019-07-09T08:06:03.480Z,"20km ESE of Little Lake, CA",earthquake,0.17,0.38,0.108,27,automatic,ci,ci
2019-07-09T07:54:06.210Z,35.7376667,-117.573,1.95,2.83,ml,32,56,0.08041,0.15,ci,ci38498375,2019-07-09T09:56:47.820Z,"16km WSW of Searles Valley, CA",earthquake,0.23,0.83,0.127,25,automatic,ci,ci
2019-07-09T07:04:16.320Z,35.9003334,-117.6731644,8.07,3.17,ml,52,24,0.05094,0.2,ci,ci38497719,2019-08-03T13:01:40.040Z,"21km E of Little Lake, CA",earthquake,0.2,0.52,0.235,20,reviewed,ci,ci
2019-07-09T07:01:00.460Z,35.8746667,-117.6995,2.15,2.53,ml,28,48,0.08325,0.16,ci,ci38497687,2019-07-09T07:12:13.620Z,"20km ESE of Little Lake, CA",earthquake,0.21,0.33,0.193,25,automatic,ci,ci
2019-07-09T06:50:33.237Z,39.8419,-117.3202,2.2,2.7,ml,8,139.61,1.014,0.3405,nn,nn00693441,2019-08-14T13:32:30.040Z,"44km NNW of Austin, Nevada",earthquake,,7.7,0.32,8,reviewed,nn,nn
2019-07-09T06:40:27.580Z,35.8578339,-117.6900024,5.68,2.59,ml,47,24,0.07823,0.14,ci,ci38497431,2019-07-09T06:51:35.080Z,"21km ESE of Little Lake, CA",earthquake,0.18,0.63,0.274,22,automatic,ci,ci
2019-07-09T06:36:26.430Z,35.7138333,-117.5068333,0.33,2.68,ml,31,62,0.1256,0.2,ci,ci38497375,2019-07-09T06:47:27.140Z,"11km WSW of Searles Valley, CA",earthquake,0.33,31.61,0.179,25,automatic,ci,ci
2019-07-09T06:24:10.860Z,35.8971672,-117.6869965,1.9,3.01,ml,53,25,0.0792,0.2,ci,ci38497239,2019-08-26T12:28:03.040Z,"20km ESE of Little Lake, CA",earthquake,0.18,0.41,0.185,20,reviewed,ci,ci
2019-07-09T06:05:48.630Z,35.651,-117.5101667,2.37,2.55,ml,35,63,0.0753,0.15,ci,ci38497063,2019-07-09T06:16:38.800Z,"15km ENE of Ridgecrest, CA",earthquake,0.23,0.64,0.129,25,automatic,ci,ci
2019-07-09T05:54:04.480Z,36.1118333,-117.8321667,2.17,2.84,ml,23,58,0.01925,0.18,ci,ci38496935,2019-07-09T05:57:55.846Z,"13km NE of Coso Junction, CA",earthquake,0.28,0.36,0.18,25,automatic,ci,ci
2019-07-09T05:53:46.230Z,35.7115,-117.4633333,15.45,2.8,ml,7,205,0.1247,0.14,ci,ci38496927,2019-07-09T05:57:36.319Z,"8km SW of Searles Valley, CA",earthquake,0.96,1.34,0.202,6,automatic,ci,ci
2019-07-09T05:45:15.740Z,35.9293333,-117.6958333,2.03,2.79,ml,28,50,0.04128,0.18,ci,ci38496855,2019-07-09T05:56:06.260Z,"19km E of Little Lake, CA",earthquake,0.2,0.31,0.205,25,automatic,ci,ci
2019-07-09T05:28:15.830Z,35.6836662,-117.538002,9.75,3,ml,52,39,0.06651,0.13,ci,ci38496663,2019-08-26T12:11:07.040Z,"14km ENE of Ridgecrest, CA",earthquake,0.17,0.38,0.22,19,reviewed,ci,ci
2019-07-09T05:25:13.850Z,35.9021667,-117.7323333,3.36,2.67,ml,29,37,0.08067,0.18,ci,ci38496647,2019-07-09T05:35:57.390Z,"16km ESE of Little Lake, CA",earthquake,0.23,0.79,0.136,24,automatic,ci,ci
2019-07-09T05:17:45.870Z,35.7698333,-117.6078333,7.6,2.57,ml,29,75,0.04657,0.21,ci,ci38496551,2019-07-09T05:28:45.280Z,"18km NNE of Ridgecrest, CA",earthquake,0.28,0.84,0.127,25,automatic,ci,ci
2019-07-09T04:32:11.350Z,35.7108333,-117.5503333,4.26,2.92,ml,17,70,0.08991,0.14,ci,ci38496079,2019-07-10T23:02:14.470Z,"15km WSW of Searles Valley, CA",earthquake,0.24,0.75,0.14,76,reviewed,ci,ci
2019-07-09T04:02:54.100Z,35.9216652,-117.4596634,7.1,3.56,mw,52,49,0.1161,0.2,ci,ci38495767,2019-08-13T00:24:29.744Z,"18km NNW of Searles Valley, CA",earthquake,0.23,1.01,,4,reviewed,ci,ci
2019-07-09T01:41:58.120Z,35.6431667,-117.443,4.57,2.54,ml,31,68,0.05867,0.17,ci,ci38494263,2019-07-09T03:49:40.027Z,"14km SSW of Searles Valley, CA",earthquake,0.28,0.78,0.179,25,automatic,ci,ci
2019-07-09T01:28:26.360Z,36.1103333,-117.8333333,2.55,2.65,ml,26,57,0.01887,0.15,ci,ci38494127,2019-07-09T01:38:50.300Z,"13km NE of Coso Junction, CA",earthquake,0.24,0.49,0.158,25,automatic,ci,ci
2019-07-09T01:21:10.440Z,35.5336667,-117.3588333,3.66,2.53,ml,31,74,0.009861,0.2,ci,ci38494055,2019-07-09T01:25:09.840Z,"26km S of Trona, CA",earthquake,0.32,0.59,0.194,27,automatic,ci,ci
2019-07-09T00:57:30.760Z,35.862999,-117.6940002,7.84,3.2,ml,51,39,0.07917,0.17,ci,ci38493743,2019-08-23T20:45:28.040Z,"21km ESE of Little Lake, CA",earthquake,0.19,0.58,0.253,20,reviewed,ci,ci
2019-07-09T00:20:18.820Z,35.6616667,-117.4771667,3.07,2.78,ml,28,65,0.07599,0.14,ci,ci38493407,2019-07-09T00:31:05.270Z,"14km SSW of Searles Valley, CA",earthquake,0.24,0.53,0.165,25,automatic,ci,ci
2019-07-09T00:00:01.040Z,35.6806679,-117.5130005,5.73,3.31,ml,59,46,0.07423,0.16,ci,ci38493191,2019-08-23T20:43:52.040Z,"14km SW of Searles Valley, CA",earthquake,0.18,0.7,0.266,18,reviewed,ci,ci
2019-07-08T23:50:58.960Z,35.8545,-117.6986667,4.41,2.63,ml,28,57,0.07069,0.2,ci,ci38493071,2019-07-09T00:02:10.110Z,"21km ESE of Little Lake, CA",earthquake,0.27,0.67,0.126,26,automatic,ci,ci
2019-07-08T23:23:41.620Z,35.6246681,-117.4301682,3.77,3.15,ml,53,45,0.04617,0.15,ci,ci38492831,2019-07-09T02:14:54.534Z,"16km S of Searles Valley, CA",earthquake,0.21,0.58,0.271,23,reviewed,ci,ci
2019-07-08T22:57:40.970Z,36.0485001,-117.847168,1.67,3.46,mlr,43,73,0.05369,0.15,ci,ci38492599,2019-08-14T20:49:49.040Z,"9km E of Coso Junction, CA",earthquake,0.23,0.29,0.28,19,reviewed,ci,ci
2019-07-08T22:57:35.280Z,35.6233333,-117.5835,11.06,3.1,ml,27,51,0.1055,0.29,ci,ci38492591,2019-08-14T20:46:51.040Z,"8km E of Ridgecrest, CA",earthquake,0.44,0.85,0.552,28,reviewed,ci,ci
2019-07-08T22:36:23.760Z,35.8903333,-117.6953333,4.43,2.67,ml,27,44,0.06805,0.17,ci,ci38492423,2019-07-08T22:47:40.410Z,"20km ESE of Little Lake, CA",earthquake,0.24,0.55,0.171,25,automatic,ci,ci
2019-07-08T22:25:39.700Z,35.6273333,-117.4331667,4.51,2.74,ml,29,69,0.04711,0.2,ci,ci38492343,2019-07-08T22:36:21.300Z,"16km S of Searles Valley, CA",earthquake,0.33,0.76,0.141,26,automatic,ci,ci
2019-07-08T22:18:49.280Z,35.929,-117.3113333,6.05,3.15,ml,52,30,0.04426,0.16,ci,ci38492271,2019-07-16T22:13:42.040Z,"19km NNE of Trona, CA",earthquake,0.13,0.37,0.156,81,reviewed,ci,ci
2019-07-08T21:48:53.380Z,35.646,-117.4496667,2.73,2.89,ml,32,67,0.06024,0.13,ci,ci38492015,2019-07-08T22:37:47.838Z,"14km SSW of Searles Valley, CA",earthquake,0.21,0.44,0.19,25,automatic,ci,ci
2019-07-08T21:33:37.000Z,35.8131667,-117.6396667,4.12,2.62,ml,32,48,0.03436,0.15,ci,ci38491879,2019-07-08T21:44:32.700Z,"22km N of Ridgecrest, CA",earthquake,0.19,0.45,0.158,25,automatic,ci,ci
2019-07-08T21:05:58.700Z,35.9113333,-117.6975,2.29,2.66,ml,29,46,0.05286,0.19,ci,ci38491655,2019-07-08T21:16:55.330Z,"19km E of Little Lake, CA",earthquake,0.23,0.37,0.131,26,automatic,ci,ci
2019-07-08T20:49:34.030Z,35.5958333,-117.3995,0.17,2.81,ml,31,72,0.05194,0.16,ci,ci38491423,2019-07-08T21:00:06.860Z,"19km S of Trona, CA",earthquake,0.26,31.61,0.117,25,automatic,ci,ci
2019-07-08T20:42:15.650Z,35.912,-117.7366667,2.38,2.62,ml,31,37,0.07561,0.21,ci,ci38491343,2019-07-08T20:56:34.723Z,"16km E of Little Lake, CA",earthquake,0.23,0.39,0.174,25,automatic,ci,ci
2019-07-08T20:29:54.850Z,35.771,-117.5876667,3.31,2.72,ml,30,62,0.04536,0.17,ci,ci38491215,2019-07-08T20:33:49.074Z,"17km W of Searles Valley, CA",earthquake,0.23,0.66,0.126,26,automatic,ci,ci
2019-07-08T19:47:56.620Z,36.0528333,-117.8503333,1.86,2.77,ml,24,53,0.0555,0.15,ci,ci38490759,2019-07-08T19:51:55.950Z,"9km E of Coso Junction, CA",earthquake,0.23,0.27,0.181,26,automatic,ci,ci
2019-07-08T19:45:21.990Z,35.9313316,-117.7333298,7.71,3.2,ml,49,33,0.06931,0.21,ci,ci38490727,2019-07-31T17:31:24.040Z,"16km E of Little Lake, CA",earthquake,0.23,0.56,0.279,21,reviewed,ci,ci
2019-07-08T18:21:27.210Z,35.9213333,-117.6866667,2.51,2.93,ml,26,50,0.03962,0.16,ci,ci38490015,2019-07-08T18:37:32.072Z,"20km E of Little Lake, CA",earthquake,0.2,0.35,0.149,31,reviewed,ci,ci
2019-07-08T18:20:57.690Z,35.9166667,-117.6883333,2.45,2.94,ml,27,49,0.04382,0.16,ci,ci38490007,2019-07-08T18:37:36.423Z,"20km E of Little Lake, CA",earthquake,0.21,0.3,0.147,25,reviewed,ci,ci
2019-07-08T18:10:19.670Z,35.6715012,-117.4948349,1.73,3.03,ml,52,64,0.08889,0.14,ci,ci38489903,2019-07-31T17:29:50.040Z,"14km SW of Searles Valley, CA",earthquake,0.19,0.46,0.31,23,reviewed,ci,ci
2019-07-08T18:03:54.630Z,35.7401657,-117.564003,3.04,3.04,ml,53,57,0.08018,0.14,ci,ci38489847,2019-07-31T17:28:42.040Z,"15km WSW of Searles Valley, CA",earthquake,0.17,0.51,0.265,23,reviewed,ci,ci
2019-07-08T17:53:47.190Z,35.5540009,-117.3106689,7.36,3.81,mw,67,28,0.05263,0.15,ci,ci38489751,2019-07-31T17:26:52.040Z,"24km SSE of Trona, CA",earthquake,0.18,0.53,,6,reviewed,ci,ci
