> Vatnajokull 
-16.020773 64.785400
-16.028315 64.787613
-16.037758 64.787903
-16.047710 64.787376
-16.056515 64.789619
-16.062920 64.790749
-16.070673 64.791069
-16.077309 64.792015
-16.087784 64.792496
-16.095411 64.793976
-16.103235 64.793686
-16.117476 64.794418
-16.126337 64.796219
-16.135927 64.795143
-16.143885 64.793594
-16.152164 64.792946
-16.160692 64.787987
-16.165541 64.783951
-16.173063 64.782478
-16.176535 64.779503
-16.184689 64.780014
-16.195127 64.782806
-16.202726 64.782608
-16.209490 64.780312
-16.216463 64.778023
-16.221245 64.774513
-16.222687 64.770775
-16.216993 64.768867
-16.221832 64.768867
-16.230112 64.768127
-16.236158 64.766624
-16.243408 64.763618
-16.247189 64.761627
-16.255823 64.759453
-16.261738 64.757141
-16.270378 64.754883
-16.278727 64.753426
-16.287731 64.751694
-16.297234 64.749184
-16.306034 64.747368
-16.314119 64.744286
-16.319891 64.743301
-16.326939 64.742188
-16.331017 64.739212
-16.339487 64.738541
-16.340094 64.736679
-16.338156 64.735023
-16.346991 64.734917
-16.354219 64.731918
-16.359056 64.727600
-16.366535 64.726295
-16.367188 64.730354
-16.366098 64.735001
-16.372713 64.736107
-16.391579 64.736526
-16.392521 64.733315
-16.400507 64.731117
-16.409443 64.729927
-16.409904 64.727333
-16.410810 64.724472
-16.416739 64.721802
-16.428503 64.717331
-16.436888 64.713089
-16.445410 64.709564
-16.452814 64.706718
-16.462929 64.699623
-16.465555 64.696266
-16.471958 64.692871
-16.474104 64.690125
-16.478796 64.687065
-16.484324 64.684006
-16.487038 64.681908
-16.494816 64.677193
-16.496891 64.672928
-16.501284 64.670761
-16.513205 64.664230
-16.517410 64.659546
-16.524113 64.654991
-16.530741 64.651230
-16.542027 64.644615
-16.553888 64.643105
-16.561760 64.641701
-16.574062 64.635277
-16.581202 64.632690
-16.590080 64.629333
-16.598839 64.627342
-16.607210 64.627281
-16.615381 64.627159
-16.621212 64.625099
-16.631020 64.623009
-16.638199 64.622231
-16.644485 64.624481
-16.639536 64.628448
-16.634237 64.631584
-16.628185 64.636154
-16.622250 64.639389
-16.612984 64.642372
-16.605711 64.648811
-16.604160 64.652107
-16.602842 64.655144
-16.602579 64.660431
-16.600883 64.665344
-16.591293 64.667152
-16.582056 64.669685
-16.587463 64.672470
-16.583374 64.675995
-16.582397 64.679840
-16.582985 64.682632
-16.591536 64.680801
-16.594563 64.684448
-16.588749 64.686142
-16.586300 64.690041
-16.593307 64.691429
-16.601706 64.688957
-16.609821 64.687286
-16.615101 64.684509
-16.618834 64.680260
-16.623886 64.677650
-16.623459 64.684830
-16.622587 64.689926
-16.622803 64.694588
-16.617546 64.699448
-16.612629 64.705193
-16.612110 64.711021
-16.621161 64.717819
-16.622423 64.722504
-16.630424 64.724617
-16.639048 64.726807
-16.647953 64.728210
-16.660309 64.728584
-16.672884 64.726463
-16.678886 64.722595
-16.679314 64.717674
-16.671490 64.713509
-16.664461 64.709892
-16.658262 64.706383
-16.646536 64.701355
-16.644583 64.694946
-16.644403 64.689835
-16.640850 64.684914
-16.645052 64.680046
-16.652878 64.676865
-16.659775 64.679482
-16.648390 64.682625
-16.649857 64.687401
-16.653336 64.690781
-16.650988 64.696030
-16.654064 64.699211
-16.657715 64.703049
-16.662642 64.704300
-16.668602 64.700897
-16.675600 64.700020
-16.680386 64.702866
-16.681427 64.698135
-16.683397 64.694763
-16.691866 64.691406
-16.686049 64.688332
-16.680489 64.692024
-16.675959 64.688622
-16.682404 64.684418
-16.689760 64.679321
-16.691587 64.675140
-16.694338 64.672401
-16.702343 64.671890
-16.709335 64.673447
-16.709379 64.677849
-16.712196 64.681664
-16.725027 64.681137
-16.729876 64.678345
-16.725149 64.674774
-16.728592 64.671242
-16.733690 64.670410
-16.738068 64.673180
-16.742970 64.674690
-16.750010 64.673180
-16.749586 64.670761
-16.743721 64.668243
-16.740181 64.665489
-16.747633 64.661568
-16.752737 64.658150
-16.755772 64.654411
-16.768259 64.655327
-16.774057 64.658646
-16.766714 64.658813
-16.757286 64.658836
-16.755424 64.663574
-16.761042 64.669052
-16.763016 64.673027
-16.760427 64.676399
-16.755957 64.682243
-16.754421 64.685547
-16.760372 64.694611
-16.759272 64.697739
-16.755875 64.700729
-16.762016 64.702530
-16.771288 64.702057
-16.776958 64.699440
-16.784542 64.696510
-16.785435 64.700912
-16.777199 64.704109
-16.771976 64.706375
-16.762249 64.707306
-16.755671 64.708183
-16.732780 64.718323
-16.717541 64.729668
-16.713886 64.733109
-16.709045 64.738152
-16.703222 64.742363
-16.698933 64.743385
-16.693983 64.744736
-16.690098 64.741089
-16.682755 64.743385
-16.674858 64.747223
-16.669245 64.751343
-16.665613 64.756859
-16.657330 64.760231
-16.646864 64.771637
-16.645725 64.775024
-16.648813 64.780540
-16.646339 64.787148
-16.650154 64.791603
-16.655184 64.799049
-16.661634 64.804718
-16.662977 64.811020
-16.671522 64.814476
-16.684284 64.820328
-16.694674 64.824448
-16.709602 64.827293
-16.723589 64.828842
-16.738478 64.832214
-16.756596 64.832314
-16.775068 64.833229
-16.789429 64.832909
-16.798244 64.830788
-16.807673 64.831474
-16.820318 64.831490
-16.828028 64.829971
-16.836586 64.828400
-16.843403 64.827515
-16.848381 64.825882
-16.855318 64.823479
-16.864323 64.821526
-16.870016 64.818848
-16.878542 64.820213
-16.890072 64.823616
-16.896820 64.823532
-16.904465 64.825432
-16.916546 64.827217
-16.925100 64.828331
-16.938892 64.827080
-16.948000 64.826508
-16.959278 64.825043
-16.973700 64.826591
-16.984638 64.826828
-16.999998 64.827118
-17.012951 64.825775
-17.032133 64.825684
-17.042591 64.823845
-17.051298 64.820007
-17.063292 64.817299
-17.071125 64.810951
-17.078249 64.808533
-17.089407 64.805611
-17.101007 64.805313
-17.112753 64.805916
-17.122129 64.804329
-17.130527 64.801666
-17.138290 64.802025
-17.144882 64.804077
-17.151686 64.806145
-17.159122 64.805161
-17.164387 64.805138
-17.167974 64.805008
-17.176832 64.801697
-17.176634 64.798470
-17.176218 64.795326
-17.177929 64.791855
-17.180754 64.790543
-17.180553 64.787315
-17.180174 64.783630
-17.179518 64.780914
-17.187679 64.778419
-17.191883 64.778481
-17.193747 64.775810
-17.195332 64.774117
-17.201954 64.772575
-17.209103 64.772575
-17.213522 64.772552
-17.217009 64.770706
-17.226025 64.771080
-17.232681 64.772156
-17.238708 64.773216
-17.244133 64.770683
-17.248621 64.769554
-17.255138 64.769554
-17.259480 64.770683
-17.257034 64.772713
-17.255650 64.774582
-17.254225 64.777077
-17.263086 64.776642
-17.271719 64.776466
-17.277697 64.778351
-17.282618 64.780289
-17.288382 64.782234
-17.295475 64.783127
-17.302214 64.783028
-17.308331 64.782722
-17.313324 64.783600
-17.317636 64.785263
-17.323067 64.785866
-17.329567 64.786217
-17.338402 64.786217
-17.344757 64.785484
-17.350948 64.784035
-17.360634 64.780457
-17.364885 64.779701
-17.369587 64.778496
-17.374624 64.778648
-17.378672 64.777786
-17.383068 64.778099
-17.388081 64.778709
-17.390900 64.777298
-17.394995 64.775635
-17.398388 64.775146
-17.403912 64.774200
-17.407234 64.771378
-17.408770 64.770309
-17.413418 64.769928
-17.417313 64.768066
-17.420685 64.767929
-17.424067 64.767601
-17.429493 64.764702
-17.436573 64.762268
-17.443640 64.760017
-17.446747 64.757179
-17.450956 64.753456
-17.460733 64.751488
-17.473192 64.750374
-17.479696 64.750526
-17.485487 64.748436
-17.484688 64.744026
-17.482803 64.740250
-17.481983 64.736191
-17.482244 64.731621
-17.490379 64.728836
-17.496674 64.728905
-17.502441 64.730850
-17.504623 64.733109
-17.511927 64.733902
-17.518141 64.731628
-17.528673 64.727173
-17.530334 64.723686
-17.536848 64.719711
-17.538664 64.717216
-17.543566 64.715828
-17.549358 64.717323
-17.556084 64.720978
-17.562307 64.722298
-17.569170 64.723450
-17.577208 64.722267
-17.581551 64.719528
-17.585287 64.716331
-17.582777 64.712273
-17.575138 64.709953
-17.571520 64.707039
-17.563665 64.704903
-17.561729 64.701920
-17.556456 64.698639
-17.551622 64.695015
-17.547207 64.691368
-17.544451 64.688126
-17.556557 64.692902
-17.560095 64.697243
-17.566444 64.696144
-17.574854 64.695679
-17.581163 64.695297
-17.589893 64.696732
-17.582754 64.692993
-17.587788 64.692940
-17.581507 64.688843
-17.577833 64.687004
-17.578606 64.684334
-17.579405 64.681114
-17.574451 64.679703
-17.572443 64.678078
-17.577793 64.675972
-17.588148 64.678230
-17.596596 64.680916
-17.603733 64.684662
-17.607052 64.685318
-17.608881 64.682381
-17.616066 64.681206
-17.612629 64.678833
-17.613890 64.674721
-17.614271 64.671402
-17.625891 64.669456
-17.632362 64.669861
-17.640768 64.669319
-17.647875 64.669563
-17.650187 64.665283
-17.639076 64.661407
-17.627924 64.658440
-17.620173 64.654503
-17.620201 64.649925
-17.616873 64.645493
-17.630463 64.645714
-17.639717 64.648849
-17.651226 64.648865
-17.659548 64.649841
-17.669985 64.650383
-17.685612 64.651787
-17.679665 64.649307
-17.674097 64.647644
-17.678997 64.645889
-17.686087 64.646408
-17.690588 64.644218
-17.683968 64.642708
-17.678640 64.640427
-17.682617 64.636147
-17.684614 64.633842
-17.676443 64.634125
-17.669989 64.633522
-17.669878 64.631554
-17.677872 64.630638
-17.684271 64.628090
-17.689228 64.625084
-17.700548 64.624474
-17.712822 64.625740
-17.722542 64.627983
-17.735897 64.632942
-17.742685 64.635338
-17.754066 64.637939
-17.768421 64.639671
-17.781004 64.638985
-17.804825 64.634880
-17.822317 64.631866
-17.838640 64.626808
-17.860903 64.619629
-17.873127 64.617218
-17.886019 64.613823
-17.888445 64.610786
-17.893867 64.605972
-17.904716 64.601303
-17.914047 64.597878
-17.922243 64.596596
-17.938698 64.592506
-17.946609 64.587814
-17.957493 64.581779
-17.964756 64.577530
-17.965330 64.573494
-17.966116 64.569382
-17.972887 64.566917
-17.976725 64.564789
-17.985872 64.560104
-17.992674 64.556732
-17.996332 64.553711
-17.998362 64.549698
-18.002119 64.543976
-17.999969 64.540207
-17.998465 64.535873
-17.994837 64.532631
-17.993067 64.529823
-17.990885 64.526947
-17.981152 64.525444
-17.971846 64.523674
-17.971575 64.519897
-17.968212 64.515320
-17.966492 64.511345
-17.956501 64.505981
-17.938787 64.501274
-17.921917 64.501602
-17.908422 64.500778
-17.898232 64.500610
-17.886198 64.499718
-17.875891 64.497391
-17.863085 64.495148
-17.856018 64.494987
-17.849098 64.496193
-17.844578 64.494888
-17.843969 64.489700
-17.849092 64.486687
-17.850517 64.482574
-17.841482 64.479889
-17.831509 64.479721
-17.829538 64.477188
-17.825970 64.473221
-17.834450 64.464668
-17.834564 64.466835
-17.833977 64.470764
-17.836037 64.475990
-17.846769 64.473022
-17.853220 64.472885
-17.859989 64.475014
-17.866989 64.476677
-17.872053 64.479866
-17.880341 64.485596
-17.886209 64.484459
-17.891680 64.482986
-17.897230 64.484550
-17.900290 64.486000
-17.906038 64.487839
-17.913528 64.487816
-17.922991 64.485275
-17.928867 64.483986
-17.937660 64.482521
-17.945377 64.481949
-17.952873 64.481728
-17.958832 64.478279
-17.962090 64.474716
-17.965460 64.473572
-17.971313 64.472717
-17.974518 64.470505
-17.975670 64.467545
-17.976210 64.464317
-17.981018 64.463547
-17.986275 64.461967
-17.988407 64.460556
-17.989342 64.457771
-17.991385 64.453224
-17.991385 64.453224
